"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aufzeichnungsmethode;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer
BBK_COMM_SRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts
Basisjahr;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;;2010;2010;2010;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2020;2020;2020;2020;2020;2020
Dezimalstellen;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Dimension;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins
Einheit;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100
FREQ;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Kategorie;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1;RTACM1
Originalkennung;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;JBB111;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A;BBNZ1:Q:DE:Y:H:0111:A
1991-Q1;60,92;60,85;60,85;60,85;60,85;60,81;60,81;60,81;60,81;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,86;60,86;60,86;60,86;60,84;60,84;60,84;60,85;49,70;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;40,68;40,68;40,68;40,68;40,69;40,69;40,69;40,69;40,68;40,68;40,68;40,69;40,69;40,69;40,69;40,69;40,69;40,69;40,69;40,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,69;33,70;33,69;33,69;33,69;33,69;33,69;34,52;34,52;34,52;34,52;34,52;34,53
1991-Q2;60,75;60,76;60,76;60,76;60,76;60,75;60,75;60,75;60,75;60,74;60,74;60,74;60,74;60,74;60,74;60,74;60,74;60,76;60,76;60,76;60,76;60,75;60,75;60,75;60,75;49,77;49,65;49,65;49,65;49,64;49,64;49,64;49,64;49,65;49,65;49,65;49,65;41,04;41,04;41,04;41,04;41,03;41,03;41,03;41,03;41,02;41,02;41,02;41,02;41,02;41,02;41,02;41,02;41,02;41,02;41,02;41,02;33,87;33,87;33,87;33,87;33,88;33,88;33,88;33,88;33,88;33,88;33,88;33,88;33,88;33,88;33,87;33,88;33,87;33,87;33,87;33,87;33,87;34,75;34,75;34,75;34,75;34,74;34,73
1991-Q3;60,76;60,83;60,83;60,83;60,83;60,82;60,82;60,82;60,82;60,80;60,80;60,80;60,80;60,80;60,80;60,80;60,80;60,82;60,82;60,82;60,82;60,82;60,82;60,82;60,82;50,12;50,00;50,00;50,00;50,01;50,01;50,01;50,01;50,00;50,00;50,00;50,00;41,35;41,35;41,35;41,35;41,36;41,36;41,36;41,36;41,35;41,35;41,35;41,35;41,36;41,36;41,36;41,36;41,36;41,35;41,35;41,35;34,22;34,22;34,22;34,22;34,23;34,23;34,23;34,23;34,23;34,23;34,23;34,23;34,24;34,24;34,24;34,23;34,24;34,24;34,23;34,23;34,23;35,20;35,20;35,20;35,20;35,19;35,19
1991-Q4;60,63;60,64;60,64;60,64;60,64;60,67;60,67;60,67;60,67;60,65;60,65;60,65;60,65;60,65;60,65;60,65;60,65;60,66;60,66;60,66;60,66;60,67;60,67;60,67;60,67;50,55;50,43;50,43;50,43;50,44;50,44;50,44;50,44;50,44;50,44;50,44;50,44;41,39;41,39;41,39;41,39;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;41,36;34,23;34,23;34,23;34,23;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;34,24;35,12;35,12;35,12;35,12;35,11;35,12
1992-Q1;63,36;63,29;63,29;63,29;63,29;63,32;63,32;63,32;63,32;63,38;63,38;63,38;63,38;63,36;63,36;63,36;63,36;63,34;63,34;63,34;63,34;63,32;63,32;63,32;63,33;51,91;51,78;51,78;51,78;51,78;51,78;51,78;51,78;51,79;51,79;51,79;51,79;42,85;42,85;42,85;42,85;42,87;42,87;42,87;42,87;42,86;42,86;42,86;42,86;42,87;42,87;42,87;42,87;42,87;42,87;42,87;42,87;35,43;35,43;35,43;35,43;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;36,34;36,34;36,34;36,34;36,34;36,34
1992-Q2;61,38;61,38;61,38;61,38;61,38;61,37;61,37;61,37;61,37;61,38;61,38;61,38;61,38;61,38;61,38;61,38;61,38;61,39;61,39;61,39;61,39;61,39;61,39;61,39;61,39;50,56;50,44;50,44;50,44;50,44;50,44;50,44;50,44;50,44;50,44;50,44;50,44;41,71;41,71;41,71;41,71;41,73;41,73;41,73;41,73;41,74;41,74;41,74;41,73;41,73;41,73;41,73;41,73;41,73;41,73;41,73;41,73;34,47;34,47;34,47;34,47;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;34,48;35,33;35,33;35,33;35,33;35,31;35,30
1992-Q3;60,91;60,98;60,98;60,98;60,98;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,96;60,97;60,97;60,97;60,97;60,97;60,97;60,97;60,97;50,30;50,18;50,18;50,18;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;41,70;41,70;41,70;41,70;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,71;41,70;41,70;41,70;34,37;34,37;34,37;34,37;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;34,38;35,16;35,16;35,16;35,16;35,14;35,15
1992-Q4;61,61;61,62;61,62;61,62;61,62;61,57;61,57;61,57;61,57;61,53;61,53;61,53;61,53;61,52;61,52;61,52;61,52;61,53;61,53;61,53;61,53;61,53;61,53;61,53;61,53;50,86;50,74;50,74;50,74;50,75;50,75;50,75;50,75;50,75;50,75;50,75;50,75;42,20;42,20;42,20;42,20;42,24;42,24;42,24;42,24;42,24;42,24;42,24;42,24;42,23;42,23;42,23;42,23;42,23;42,24;42,24;42,24;34,83;34,83;34,83;34,83;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;35,66;35,66;35,66;35,66;35,64;35,65
1993-Q1;58,28;58,21;58,21;58,21;58,21;58,21;58,21;58,21;58,21;58,28;58,28;58,28;58,28;58,28;58,28;58,28;58,28;58,25;58,25;58,25;58,25;58,24;58,24;58,24;58,24;46,78;46,66;46,66;46,66;46,67;46,67;46,67;46,67;46,67;46,67;46,67;46,67;38,79;38,79;38,79;38,79;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;38,78;32,01;32,01;32,01;32,01;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,02;32,25;32,25;32,25;32,25;32,24;32,24
1993-Q2;58,73;58,73;58,73;58,73;58,73;58,73;58,73;58,73;58,73;58,71;58,71;58,71;58,71;58,70;58,70;58,70;58,70;58,72;58,72;58,72;58,72;58,71;58,71;58,71;58,71;47,38;47,27;47,27;47,27;47,27;47,27;47,27;47,27;47,27;47,27;47,27;47,27;39,12;39,12;39,12;39,12;39,13;39,13;39,13;39,13;39,13;39,13;39,13;39,13;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,26;32,52;32,52;32,52;32,52;32,51;32,50
1993-Q3;59,41;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,49;59,51;59,51;59,51;59,51;59,50;59,50;59,50;59,50;48,18;48,06;48,06;48,06;48,06;48,06;48,06;48,06;48,05;48,05;48,05;48,05;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;39,77;32,72;32,72;32,72;32,72;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,73;32,98;32,98;32,98;32,98;32,97;32,98
1993-Q4;59,55;59,55;59,55;59,55;59,55;59,55;59,55;59,55;59,55;59,49;59,49;59,49;59,49;59,48;59,48;59,48;59,48;59,50;59,50;59,50;59,50;59,49;59,49;59,49;59,49;48,29;48,17;48,17;48,17;48,17;48,17;48,17;48,17;48,17;48,17;48,17;48,17;39,77;39,77;39,77;39,77;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;39,81;32,78;32,78;32,78;32,78;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;32,79;33,04;33,04;33,04;33,04;33,04;33,04
1994-Q1;61,17;61,09;61,09;61,09;61,09;61,10;61,10;61,10;61,10;61,16;61,16;61,16;61,16;61,15;61,15;61,15;61,15;61,14;61,14;61,14;61,14;61,12;61,12;61,12;61,12;49,18;49,06;49,06;49,06;49,05;49,05;49,05;49,05;49,05;49,05;49,05;49,05;40,54;40,54;40,54;40,54;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;40,55;33,44;33,44;33,44;33,44;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,45;33,72;33,72;33,72;33,72;33,71;33,71
1994-Q2;63,36;63,37;63,37;63,37;63,37;63,37;63,37;63,37;63,37;63,35;63,35;63,35;63,35;63,36;63,36;63,36;63,36;63,36;63,36;63,36;63,36;63,35;63,35;63,35;63,35;51,31;51,18;51,18;51,18;51,19;51,19;51,19;51,19;51,18;51,18;51,18;51,18;42,36;42,36;42,36;42,36;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;42,37;34,94;34,94;34,94;34,94;34,96;34,96;34,96;34,96;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;34,95;35,18;35,18;35,18;35,18;35,17;35,16
