"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
2009-Q4;;;;;;;;;;;;;;;;;;;;156,63;154,80;157,92;157,92;157,92;158,30;127,93;127,93;127,93;127,93;123,08;123,08;123,08;123,08;122,42;122,42;122,42;122,42;100,05;100,05;100,05;100,05;100,18;100,18;100,18;100,18;100,30;100,30;100,30;100,30;100,28;100,28;100,28;100,28;100,31;100,31;100,31;100,31;86,05;86,05;86,05;86,05;86,11;86,11;86,11;86,09;85,76;85,77;85,77;85,77;85,78;85,78;85,78;85,78;85,75;85,75;85,75;85,75;85,75;75,13;75,13;75,13;75,12;75,17;75,17
2010-Q1;;;;;;;;;;;;;;;;;;;;;154,82;158,28;158,94;158,67;158,50;128,77;128,77;128,77;128,77;122,88;122,88;122,88;122,88;122,57;122,57;122,57;122,57;99,23;99,23;99,23;99,23;98,97;98,97;98,97;98,97;98,88;98,88;98,88;98,88;98,86;98,86;98,86;98,86;98,91;98,91;98,91;98,91;83,97;83,97;83,97;83,97;84,00;84,00;84,00;84,01;84,41;84,41;84,41;84,41;84,40;84,40;84,40;84,40;84,42;84,42;84,42;84,42;84,42;75,42;75,42;75,42;75,41;75,32;75,32
2010-Q2;;;;;;;;;;;;;;;;;;;;;;161,00;161,66;161,82;161,55;130,51;130,51;130,51;130,51;123,48;123,48;123,48;123,48;122,72;122,72;122,72;122,72;98,86;98,86;98,86;98,86;98,87;98,87;98,87;98,87;98,88;98,88;98,88;98,88;98,85;98,85;98,85;98,85;98,87;98,87;98,87;98,87;84,14;84,14;84,14;84,14;84,19;84,19;84,19;84,20;84,26;84,26;84,26;84,26;84,26;84,26;84,26;84,26;84,27;84,27;84,27;84,27;84,27;75,73;75,73;75,73;75,73;75,73;75,73
2010-Q3;;;;;;;;;;;;;;;;;;;;;;;164,39;164,34;164,58;132,74;132,74;132,74;132,74;125,38;125,38;125,38;125,38;123,95;123,95;123,95;123,95;99,80;99,80;99,80;99,80;99,95;99,95;99,95;99,95;99,85;99,85;99,85;99,85;99,90;99,90;99,90;99,90;99,84;99,84;99,84;99,84;85,03;85,03;85,03;85,03;85,06;85,06;85,06;85,06;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;85,00;76,00;76,00;76,00;76,00;76,02;76,02
2010-Q4;;;;;;;;;;;;;;;;;;;;;;;;167,10;167,53;135,49;135,49;135,49;135,49;126,47;126,47;126,47;126,47;124,12;124,12;124,12;124,12;102,09;102,09;102,09;102,09;102,20;102,20;102,20;102,20;102,40;102,40;102,40;102,40;102,38;102,38;102,38;102,38;102,38;102,38;102,38;102,38;86,05;86,05;86,05;86,05;86,09;86,09;86,09;86,08;85,67;85,68;85,68;85,68;85,69;85,69;85,69;85,69;85,66;85,66;85,66;85,66;85,66;76,52;76,52;76,52;76,52;76,60;76,60
2011-Q1;;;;;;;;;;;;;;;;;;;;;;;;;169,59;135,04;135,04;135,01;135,01;127,62;127,62;127,62;127,62;127,99;127,99;127,99;127,99;105,31;105,31;105,31;105,31;104,81;104,81;104,81;104,81;104,68;104,68;104,68;104,68;104,66;104,66;104,66;104,66;104,75;104,75;104,75;104,75;88,59;88,59;88,59;88,59;88,61;88,61;88,61;88,63;89,08;89,08;89,08;89,08;89,07;89,07;89,07;89,07;89,10;89,10;89,10;89,10;89,10;79,20;79,20;79,20;79,20;79,09;79,09
2011-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;136,73;136,73;136,51;136,51;127,87;127,87;127,87;127,87;128,49;128,49;128,49;128,49;107,09;107,09;107,09;107,09;105,10;105,10;105,10;105,10;105,11;105,11;105,11;105,11;105,07;105,07;105,07;105,07;105,11;105,11;105,11;105,11;89,38;89,38;89,38;89,38;89,46;89,46;89,46;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;89,48;79,80;79,80;79,80;79,80;79,79;79,79
2011-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;139,32;139,29;139,29;129,89;129,89;129,89;129,89;130,06;130,06;130,06;130,06;107,49;107,49;107,49;107,49;105,78;105,78;105,78;105,78;105,62;105,62;105,62;105,62;105,67;105,67;105,67;105,67;105,60;105,60;105,60;105,60;89,79;89,79;89,79;89,79;89,82;89,82;89,82;89,80;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;89,70;80,22;80,22;80,22;80,22;80,23;80,23
2011-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;142,13;142,13;132,48;132,48;132,48;132,48;132,21;132,21;132,21;132,21;107,20;107,20;107,20;107,20;105,67;105,67;105,67;105,67;105,93;105,93;105,93;105,93;105,95;105,95;105,95;105,95;105,90;105,90;105,90;105,90;90,16;90,16;90,16;90,16;90,19;90,19;90,19;90,16;89,82;89,82;89,82;89,82;89,83;89,83;89,83;89,83;89,80;89,80;89,80;89,80;89,80;80,63;80,63;80,63;80,63;80,74;80,74
2012-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,42;131,10;131,10;131,08;131,08;132,08;132,08;132,08;132,08;105,92;105,92;105,92;105,92;105,68;105,68;105,68;105,68;105,98;105,98;105,98;105,98;105,91;105,91;105,91;105,91;106,08;106,08;106,08;106,08;89,06;89,06;89,06;89,06;89,04;89,04;89,04;89,08;89,38;89,38;89,38;89,38;89,37;89,37;89,37;89,37;89,40;89,40;89,40;89,40;89,40;79,39;79,39;79,39;79,39;79,27;79,27
2012-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,60;132,60;132,40;132,40;133,07;133,07;133,07;133,07;106,74;106,74;106,74;106,74;107,33;107,33;107,33;107,33;107,01;107,01;107,01;107,01;106,94;106,94;106,94;106,94;107,00;107,00;107,00;107,00;89,85;89,85;89,85;89,85;89,94;89,94;89,94;89,97;89,88;89,88;89,88;89,88;89,88;89,88;89,88;89,88;89,89;89,89;89,89;89,89;89,89;79,77;79,77;79,77;79,77;79,76;79,76
2012-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134,39;134,37;134,37;134,93;134,93;134,93;134,93;107,62;107,62;107,62;107,62;107,96;107,96;107,96;107,96;107,17;107,17;107,17;107,17;107,19;107,19;107,19;107,19;107,13;107,13;107,13;107,13;90,69;90,69;90,69;90,69;90,71;90,71;90,71;90,68;90,57;90,58;90,58;90,58;90,57;90,57;90,57;90,57;90,57;90,57;90,57;90,57;90,57;80,36;80,36;80,36;80,36;80,39;80,39
2012-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,33;136,33;136,44;136,44;136,44;136,44;107,26;107,26;107,26;107,26;105,81;105,81;105,81;105,81;105,86;105,86;105,86;105,86;105,97;105,97;105,97;105,97;105,80;105,80;105,80;105,80;91,53;91,53;91,53;91,53;91,57;91,57;91,57;91,52;91,41;91,42;91,42;91,42;91,42;91,42;91,42;91,42;91,40;91,40;91,40;91,40;91,40;81,00;81,00;81,00;81,00;81,10;81,10
2013-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134,79;135,37;135,18;135,16;135,16;108,04;108,04;108,04;108,04;106,74;106,74;106,74;106,74;106,73;106,73;106,73;106,73;106,64;106,64;106,64;106,64;106,93;106,93;106,93;106,93;90,26;90,26;90,26;90,26;90,23;90,23;90,23;90,29;90,31;90,31;90,31;90,31;90,31;90,31;90,31;90,31;90,33;90,33;90,33;90,33;90,33;79,70;79,70;79,70;79,71;79,62;79,62
2013-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137,15;137,15;137,31;137,31;108,08;108,08;108,08;108,08;105,92;105,92;105,92;105,92;106,55;106,55;106,55;106,55;106,50;106,50;106,50;106,50;106,57;106,57;106,57;106,57;90,89;90,89;90,89;90,89;91,01;91,01;91,01;91,08;90,92;90,92;90,92;90,92;90,92;90,92;90,92;90,92;90,93;90,93;90,93;90,93;90,93;80,30;80,30;80,30;80,31;80,29;80,29
2013-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139,19;139,17;139,17;108,32;108,32;108,32;108,32;106,04;106,04;106,04;106,04;106,98;106,98;106,98;106,98;106,62;106,62;106,62;106,62;106,58;106,58;106,58;106,58;91,37;91,37;91,37;91,37;91,40;91,40;91,40;91,35;91,27;91,27;91,27;91,27;91,27;91,27;91,27;91,27;91,26;91,26;91,26;91,26;91,26;80,95;80,95;80,95;80,95;80,98;80,98
2013-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,78;140,78;108,50;108,50;108,50;108,50;106,65;106,65;106,65;106,65;108,21;108,21;108,21;108,21;108,23;108,23;108,23;108,23;107,90;107,90;107,90;107,90;91,72;91,72;91,72;91,72;91,76;91,76;91,76;91,70;91,91;91,91;91,91;91,91;91,91;91,91;91,91;91,91;91,90;91,90;91,90;91,90;91,90;81,54;81,54;81,54;81,53;81,60;81,60
2014-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139,73;109,76;109,31;109,32;109,32;108,70;108,70;108,70;108,70;110,67;110,67;110,67;110,67;109,74;109,74;109,74;109,74;110,79;110,79;110,79;110,79;93,86;93,86;93,86;93,86;93,80;93,80;93,80;93,89;93,61;93,60;93,60;93,60;93,61;93,61;93,61;93,61;93,63;93,63;93,63;93,63;93,63;83,23;83,23;83,23;83,23;83,18;83,18
2014-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,86;109,38;109,40;109,40;109,32;109,32;109,32;109,32;111,39;111,39;111,39;111,39;110,56;110,56;110,56;110,56;112,05;112,05;112,05;112,05;93,65;93,65;93,65;93,65;93,79;93,79;93,79;93,89;93,68;93,68;93,68;93,68;93,68;93,68;93,68;93,68;93,70;93,70;93,70;93,70;93,70;83,88;83,88;83,88;83,88;83,88;83,88
2014-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,57;109,57;109,57;109,94;109,94;109,94;109,94;111,88;111,88;111,88;111,88;111,63;111,63;111,63;111,63;113,14;113,14;113,14;113,14;94,74;94,74;94,74;94,74;94,77;94,77;94,77;94,71;94,68;94,68;94,68;94,68;94,66;94,66;94,66;94,66;94,64;94,64;94,64;94,64;94,64;84,60;84,60;84,60;84,60;84,63;84,63
2014-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,84;109,84;110,68;110,68;110,68;110,68;111,81;111,81;111,81;111,81;112,99;112,99;112,99;112,99;113,87;113,87;113,87;113,87;95,39;95,39;95,39;95,39;95,44;95,44;95,44;95,32;95,85;95,86;95,86;95,86;95,86;95,86;95,86;95,86;95,85;95,85;95,85;95,85;95,85;85,51;85,51;85,51;85,51;85,53;85,53
2015-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,61;111,53;111,54;111,54;111,42;112,74;112,74;112,74;112,74;114,63;114,63;114,63;114,63;116,46;116,46;116,46;116,46;98,81;98,81;98,81;98,81;98,88;98,88;98,88;99,05;98,43;98,44;98,44;98,44;98,45;98,45;98,45;98,45;98,46;98,46;98,46;98,46;98,46;87,56;87,56;87,56;87,56;87,55;87,55
2015-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,27;112,29;112,29;112,09;113,15;113,15;113,15;113,15;115,90;115,90;115,90;115,90;117,65;117,65;117,65;117,65;99,78;99,78;99,78;99,78;99,89;99,89;99,89;100,06;99,84;99,81;99,81;99,81;99,83;99,83;99,83;99,83;99,87;99,87;99,87;99,87;99,87;88,45;88,45;88,45;88,45;88,44;88,44
2015-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,97;112,97;112,82;113,87;113,87;113,87;113,87;117,70;117,70;117,70;117,70;119,07;119,07;119,07;119,07;100,51;100,51;100,51;100,51;100,49;100,49;100,49;100,39;100,45;100,47;100,47;100,47;100,41;100,41;100,41;100,41;100,39;100,39;100,39;100,39;100,39;89,31;89,31;89,31;89,31;89,32;89,32
2015-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,71;113,56;114,36;114,36;114,36;114,36;120,96;120,96;120,96;120,96;120,96;120,96;120,96;120,96;100,91;100,91;100,91;100,91;100,73;100,73;100,73;100,51;101,28;101,29;101,29;101,29;101,32;101,32;101,32;101,32;101,28;101,28;101,28;101,28;101,28;90,25;90,25;90,25;90,25;90,25;90,25
2016-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,84;115,39;115,39;115,40;115,40;122,20;122,20;122,20;122,20;122,92;122,92;122,92;122,92;105,13;105,13;105,13;105,13;104,71;104,71;104,71;105,00;104,13;104,13;104,13;104,13;104,14;104,14;104,14;104,14;104,20;104,20;104,20;104,20;104,20;92,42;92,42;92,42;92,42;92,42;92,42
2016-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,23;116,23;116,24;116,24;123,73;123,73;123,73;123,73;124,73;124,73;124,73;124,73;105,07;105,07;105,07;105,07;105,39;105,39;105,39;105,63;105,41;105,36;105,36;105,36;105,38;105,38;105,38;105,38;105,46;105,46;105,46;105,46;105,46;93,58;93,58;93,58;93,58;93,57;93,57
2016-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,92;116,93;116,93;124,81;124,81;124,81;124,81;125,93;125,93;125,93;125,93;105,79;105,79;105,79;105,79;105,73;105,73;105,73;105,57;105,81;105,84;105,84;105,84;105,73;105,73;105,73;105,73;105,69;105,69;105,69;105,69;105,69;94,40;94,40;94,40;94,40;94,40;94,40
2016-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,31;117,31;124,29;124,29;124,29;124,29;125,02;125,02;125,02;125,02;104,89;104,89;104,89;104,89;104,99;104,99;104,99;104,62;105,48;105,50;105,50;105,50;105,56;105,56;105,56;105,56;105,46;105,46;105,46;105,46;105,46;95,14;95,14;95,14;95,14;95,14;95,14
2017-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,27;126,82;126,82;126,83;126,83;125,67;125,67;125,67;125,67;108,10;108,10;108,10;108,10;108,08;108,08;108,08;108,53;107,75;107,75;107,75;107,75;107,77;107,77;107,77;107,77;107,87;107,87;107,87;107,87;107,87;96,30;96,30;96,30;96,30;96,30;96,30
2017-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127,92;127,92;127,93;127,93;126,19;126,19;126,19;126,19;108,72;108,72;108,72;108,72;108,57;108,57;108,57;108,89;108,98;108,88;108,88;108,88;108,91;108,91;108,91;108,91;109,07;109,07;109,07;109,07;109,07;96,97;96,97;96,97;96,97;96,96;96,96
2017-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,73;128,74;128,74;126,41;126,41;126,41;126,41;109,59;109,59;109,59;109,59;109,19;109,19;109,19;108,96;109,60;109,65;109,65;109,65;109,49;109,49;109,49;109,49;109,43;109,43;109,43;109,43;109,43;98,02;98,02;98,02;98,02;98,03;98,03
2017-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,67;128,67;126,89;126,89;126,89;126,89;112,10;112,10;112,10;112,10;111,26;111,26;111,26;110,72;111,74;111,78;111,78;111,78;111,88;111,88;111,88;111,88;111,68;111,68;111,68;111,68;111,68;99,62;99,62;99,62;99,62;99,62;99,62
2018-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130,63;126,23;126,23;126,24;126,24;112,30;112,30;112,30;112,30;112,18;112,18;112,18;112,82;111,28;111,29;111,29;111,29;111,09;111,09;111,09;111,09;111,29;111,29;111,29;111,29;111,29;99,48;99,48;99,48;99,47;99,47;99,47
2018-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,64;126,63;126,63;126,63;113,71;113,71;113,71;113,71;113,71;113,71;113,71;114,13;113,45;113,27;113,27;113,27;113,09;113,09;113,09;113,09;113,36;113,36;113,36;113,36;113,36;100,94;100,94;100,94;100,92;100,91;100,91
2018-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,87;126,87;126,87;114,95;114,95;114,95;114,95;114,53;114,53;114,53;114,20;114,15;114,24;114,24;114,24;113,78;113,78;113,78;113,78;113,68;113,68;113,68;113,68;113,68;102,21;102,21;102,21;102,21;102,21;102,21
2018-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127,48;127,48;116,36;116,36;116,36;116,36;116,23;116,23;116,23;115,50;115,77;115,84;115,84;115,84;115,52;115,52;115,52;115,52;115,15;115,15;115,15;115,15;115,15;103,32;103,32;103,32;103,34;103,35;103,35
2019-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,14;115,71;115,72;115,72;115,72;115,47;115,47;115,47;116,33;117,78;117,79;117,79;117,79;118,34;118,34;118,34;118,34;117,57;117,57;117,57;117,57;117,57;104,37;104,37;104,37;104,36;104,37;104,37
2019-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,81;116,81;116,82;116,81;116,53;116,53;116,53;117,07;119,49;119,22;119,22;119,22;119,87;119,87;119,87;119,87;119,09;119,09;119,09;119,09;119,09;105,72;105,72;105,72;105,71;105,67;105,67
2019-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,98;117,99;117,98;117,93;117,93;117,93;117,48;120,52;120,69;120,69;120,69;120,89;120,89;120,89;120,89;119,64;119,64;119,64;119,64;119,64;106,95;106,95;106,95;106,95;106,93;106,93
2019-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,23;119,24;119,19;119,19;119,19;118,25;121,67;121,77;121,77;121,77;122,16;122,16;122,16;122,16;120,27;120,27;120,27;120,27;120,27;108,02;108,02;108,02;108,03;108,09;108,09
2020-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,88;114,28;114,28;114,29;115,32;122,35;122,33;122,33;122,33;118,69;118,69;118,69;118,69;116,35;116,35;116,35;116,35;116,35;98,29;98,29;98,29;98,28;98,27;98,27
2020-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,95;114,95;114,96;115,60;118,11;117,77;117,77;117,77;112,52;112,52;112,52;112,52;111,83;111,83;111,83;111,83;111,83;99,40;99,40;99,40;99,37;99,34;99,34
2020-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,11;117,12;116,60;120,82;121,07;121,07;121,07;116,15;116,15;116,15;116,15;114,02;114,02;114,02;114,02;114,02;100,56;100,56;100,56;100,56;100,52;100,52
2020-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,81;116,66;123,02;123,14;123,14;123,14;117,99;117,99;117,99;117,99;115,10;115,10;115,10;115,10;115,10;101,74;101,74;101,74;101,78;101,87;101,87
2021-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,77;119,78;119,77;119,95;119,95;116,43;116,43;116,43;116,43;116,58;116,58;116,58;116,58;116,58;104,94;104,94;104,94;104,92;105,21;105,21
2021-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,32;120,94;121,23;121,23;117,26;117,26;117,26;117,26;116,99;116,99;116,99;116,99;116,99;106,45;106,45;106,45;106,39;106,61;106,61
2021-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,06;122,37;122,37;117,91;117,91;117,91;117,91;117,18;117,18;117,18;117,18;117,18;107,65;107,65;107,65;107,64;107,86;107,86
2021-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,99;124,02;118,63;118,63;118,63;118,63;116,02;116,02;116,02;116,02;116,02;108,86;108,86;108,86;108,95;109,36;109,36
2022-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,37;118,48;118,48;118,49;118,49;115,27;115,27;115,27;115,27;115,27;107,84;107,84;107,84;107,79;109,37;109,37
2022-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,42;119,42;119,43;119,44;115,60;115,60;115,60;115,60;115,60;109,53;109,53;109,53;109,43;110,99;110,99
2022-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,65;120,67;120,68;115,75;115,75;115,75;115,75;115,75;110,50;110,50;110,50;110,47;111,98;111,98
2022-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,52;121,52;116,69;116,69;116,69;116,69;116,69;111,32;111,32;111,32;111,50;113,00;113,00
2023-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,69;114,81;114,81;114,81;114,78;114,78;113,16;113,16;113,16;113,07;116,96;116,96
2023-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,30;115,30;114,76;114,73;114,73;114,32;114,32;114,32;114,19;117,97;117,97
2023-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,11;115,08;115,08;115,40;115,40;115,40;115,35;119,00;119,00
2023-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,93;115,93;116,98;116,98;116,98;117,26;120,71;120,71
2024-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,60;118,64;118,64;118,60;118,46;116,93;116,93
2024-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,30;119,30;119,26;119,11;118,36;118,36
2024-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,03;119,98;119,92;119,48;119,48
2024-Q4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,77;120,12;120,84;120,84
2025-Q1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,54;121,53;121,53
2025-Q2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,96;122,96
2025-Q3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,04
