"";24.05.2005;23.08.2005;22.11.2005;22.02.2006;23.05.2006;24.08.2006;23.11.2006;22.02.2007;24.05.2007;23.08.2007;22.11.2007;26.02.2008;27.05.2008;26.08.2008;25.11.2008;25.02.2009;26.05.2009;25.08.2009;24.11.2009;24.02.2010;21.05.2010;24.08.2010;23.11.2010;24.02.2011;24.05.2011;01.09.2011;24.11.2011;24.02.2012;24.05.2012;23.08.2012;23.11.2012;22.02.2013;24.05.2013;23.08.2013;22.11.2013;25.02.2014;23.05.2014;01.09.2014;25.11.2014;24.02.2015;22.05.2015;25.08.2015;24.11.2015;23.02.2016;24.05.2016;24.08.2016;24.11.2016;23.02.2017;23.05.2017;25.08.2017;23.11.2017;23.02.2018;24.05.2018;24.08.2018;23.11.2018;22.02.2019;23.05.2019;27.08.2019;22.11.2019;25.02.2020;25.05.2020;25.08.2020;24.11.2020;24.02.2021;25.05.2021;24.08.2021;25.11.2021;25.02.2022;25.05.2022;25.08.2022;25.11.2022;24.02.2023;25.05.2023;25.08.2023;12.10.2023;24.11.2023;23.02.2024;24.05.2024;30.08.2024;22.11.2024;25.02.2025;23.05.2025;22.08.2025;25.11.2025
"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aufzeichnungsmethode;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer;Computer
BBK_COMM_SRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts;Saisonbereinigung basierend auf Ursprungswerten des Statistischen Bundesamts
Basisjahr;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2005;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;2010;;2010;2010;2010;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2020;2020;2020;2020;2020;2020
Dezimalstellen;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Dimension;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins;Eins
Einheit;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2000=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2005=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2010=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2015=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100
FREQ;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Kategorie;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1;RTACA1
Originalkennung;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;JBB103;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A;BBNZ1:Q:DE:Y:H:0103:A
1991-Q1;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,10;84,19;84,19;84,18;84,18;84,17;84,17;84,17;84,17;84,13;84,13;84,13;84,12;84,77;84,77;84,77;84,77;84,81;84,81;84,81;84,81;84,77;84,77;84,77;84,77;81,70;81,64;81,64;81,67;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,72;81,71;81,67;78,39;78,39;78,38;78,38;78,37;78,37;78,37;78,37;78,40;78,40;78,40;78,40;78,40;78,40;78,42;78,42;78,35;78,35;78,41;78,41;78,41;77,93;77,93;77,95;77,95;77,93;77,93
1991-Q2;85,29;85,29;85,29;85,29;85,29;85,31;85,31;85,31;85,31;85,33;85,33;85,33;85,33;85,30;85,30;85,29;85,29;85,29;85,29;85,29;85,29;85,28;85,28;85,28;85,28;85,86;85,86;85,89;85,89;85,86;85,86;85,86;85,86;85,88;85,88;85,88;85,88;82,43;82,46;82,46;82,45;82,58;82,58;82,58;82,58;82,61;82,61;82,61;82,61;82,62;82,62;82,62;82,61;82,61;82,61;82,61;82,62;79,18;79,18;79,21;79,21;79,18;79,18;79,18;79,18;79,15;79,15;79,15;79,15;79,16;79,15;79,17;79,17;79,16;79,16;79,14;79,14;79,14;77,86;77,86;77,85;77,85;77,86;77,86
1991-Q3;82,96;82,96;82,96;82,96;82,96;82,96;82,96;82,96;82,96;82,94;82,94;82,94;82,94;82,94;82,94;82,94;82,94;82,92;82,92;82,92;82,92;82,95;82,95;82,95;82,95;83,77;83,77;83,77;83,77;83,77;83,77;83,77;83,77;83,76;83,76;83,76;83,76;80,12;80,23;80,23;80,21;80,32;80,32;80,32;80,32;80,30;80,30;80,30;80,30;80,29;80,29;80,29;80,30;80,29;80,29;80,29;80,32;77,76;77,76;77,75;77,75;77,73;77,73;77,73;77,73;77,75;77,75;77,75;77,75;77,75;77,75;77,77;77,77;77,76;77,76;77,75;77,75;77,75;76,60;76,60;76,59;76,59;76,59;76,59
1991-Q4;85,65;85,65;85,65;85,65;85,65;85,61;85,61;85,61;85,61;85,61;85,61;85,61;85,61;85,57;85,57;85,58;85,58;85,49;85,49;85,49;85,49;85,53;85,54;85,54;85,54;86,22;86,22;86,19;86,19;86,17;86,17;86,17;86,17;86,18;86,18;86,18;86,18;82,39;82,30;82,30;82,30;82,38;82,38;82,38;82,38;82,39;82,39;82,39;82,39;82,39;82,39;82,39;82,39;82,41;82,41;82,41;82,41;79,34;79,34;79,33;79,33;79,31;79,31;79,31;79,31;79,30;79,30;79,30;79,30;79,31;79,32;79,26;79,26;79,33;79,33;79,31;79,31;79,31;77,79;77,79;77,78;77,78;77,79;77,79
1992-Q1;86,40;86,40;86,40;86,40;86,40;86,41;86,41;86,41;86,41;86,42;86,42;86,42;86,42;86,48;86,48;86,48;86,48;86,46;86,46;86,46;86,46;86,43;86,42;86,42;86,41;87,65;87,65;87,65;87,65;87,71;87,71;87,71;87,71;87,66;87,66;87,66;87,66;83,88;83,84;83,84;83,86;83,84;83,84;83,84;83,84;83,84;83,84;83,84;83,84;83,84;83,84;83,84;83,83;83,83;83,83;83,82;83,78;80,17;80,17;80,16;80,16;80,15;80,15;80,15;80,15;80,18;80,18;80,18;80,18;80,16;80,17;80,19;80,19;80,13;80,13;80,18;80,18;80,18;79,40;79,40;79,43;79,43;79,40;79,40
1992-Q2;86,20;86,20;86,20;86,20;86,20;86,22;86,22;86,22;86,22;86,26;86,26;86,26;86,26;86,23;86,23;86,21;86,21;86,24;86,24;86,24;86,24;86,23;86,23;86,23;86,23;86,58;86,58;86,61;86,61;86,58;86,58;86,58;86,58;86,60;86,60;86,60;86,60;83,34;83,39;83,39;83,37;83,40;83,40;83,40;83,40;83,42;83,42;83,42;83,42;83,43;83,43;83,43;83,42;83,41;83,41;83,41;83,42;80,08;80,08;80,12;80,12;80,08;80,08;80,08;80,08;80,06;80,06;80,06;80,06;80,06;80,06;80,08;80,08;80,07;80,07;80,05;80,05;80,05;79,20;79,20;79,20;79,20;79,21;79,21
